t[s],theta[rad],v[rad/s],a[rad/s^2],v0
4.005,-3.015822,0.0342,1.230555,6.25
4.006,-3.015787,0.0355,1.230901,6.25
4.007,-3.01575,0.0367,1.231258,6.25
4.008,-3.015712,0.0379,1.231627,6.25
4.009,-3.015673,0.0392,1.232008,6.25
4.01,-3.015633,0.0404,1.232401,6.25
4.011,-3.015591,0.0416,1.232807,6.25
4.012,-3.015548,0.0429,1.233224,6.25
4.013,-3.015504,0.0441,1.233653,6.25
4.014,-3.015459,0.0453,1.234094,6.25
4.015,-3.015412,0.0466,1.234547,6.25
4.016,-3.015365,0.0478,1.235012,6.25
4.017,-3.015315,0.049,1.23549,6.25
4.018,-3.015265,0.0503,1.235979,6.25
4.019,-3.015214,0.0515,1.23648,6.25
4.02,-3.015161,0.0527,1.236993,6.25
4.021,-3.015107,0.054,1.237519,6.25
4.022,-3.015052,0.0552,1.238056,6.25
4.023,-3.014995,0.0565,1.238605,6.25
4.024,-3.014938,0.0577,1.239167,6.25
4.025,-3.014879,0.0589,1.23974,6.25
4.026,-3.014818,0.0602,1.240326,6.25
4.027,-3.014757,0.0614,1.240924,6.25
4.028,-3.014694,0.0627,1.241533,6.25
4.029,-3.014631,0.0639,1.242155,6.25
4.03,-3.014565,0.0651,1.242789,6.25
4.031,-3.014499,0.0664,1.243435,6.25
4.032,-3.014431,0.0676,1.244093,6.25
4.033,-3.014363,0.0689,1.244763,6.25
4.034,-3.014292,0.0701,1.245445,6.25
4.035,-3.014221,0.0714,1.24614,6.25
4.036,-3.014148,0.0726,1.246846,6.25
4.037,-3.014075,0.0739,1.247565,6.25
4.038,-3.013999,0.0751,1.248296,6.25
4.039,-3.013923,0.0763,1.249038,6.25
4.04,-3.013846,0.0776,1.249793,6.25
4.041,-3.013767,0.0788,1.250561,6.25
4.042,-3.013687,0.0801,1.25134,6.25
4.043,-3.013605,0.0813,1.252131,6.25
4.044,-3.013523,0.0826,1.252935,6.25
4.045,-3.013439,0.0839,1.253751,6.25
4.046,-3.013354,0.0851,1.254579,6.25
4.047,-3.013267,0.0864,1.255419,6.25
4.048,-3.01318,0.0876,1.256272,6.25
4.049,-3.013091,0.0889,1.257136,6.25
4.05,-3.013001,0.0901,1.258013,6.25
4.051,-3.012909,0.0914,1.258902,6.25
4.052,-3.012817,0.0926,1.259804,6.25
4.053,-3.012723,0.0939,1.260717,6.25
4.054,-3.012628,0.0952,1.261643,6.25
4.055,-3.012531,0.0964,1.262581,6.25
4.056,-3.012433,0.0977,1.263532,6.25
4.057,-3.012335,0.099,1.264494,6.25
4.058,-3.012234,0.1002,1.265469,6.25
4.059,-3.012133,0.1015,1.266457,6.25
4.06,-3.01203,0.1028,1.267456,6.25
4.061,-3.011926,0.104,1.268468,6.25
4.062,-3.011821,0.1053,1.269492,6.25
4.063,-3.011714,0.1066,1.270529,6.25
4.064,-3.011606,0.1078,1.271578,6.25
4.065,-3.011497,0.1091,1.272639,6.25
4.066,-3.011387,0.1104,1.273712,6.25
4.067,-3.011275,0.1116,1.274798,6.25
4.068,-3.011162,0.1129,1.275897,6.25
4.069,-3.011048,0.1142,1.277007,6.25
4.07,-3.010933,0.1155,1.278131,6.25
4.071,-3.010816,0.1168,1.279266,6.25
4.072,-3.010698,0.118,1.280414,6.25
4.073,-3.010579,0.1193,1.281575,6.25
4.074,-3.010458,0.1206,1.282747,6.25
4.075,-3.010336,0.1219,1.283933,6.25
4.076,-3.010213,0.1232,1.285131,6.25
4.077,-3.010088,0.1244,1.286341,6.25
4.078,-3.009963,0.1257,1.287564,6.25
4.079,-3.009836,0.127,1.288799,6.25
4.08,-3.009707,0.1283,1.290047,6.25
4.081,-3.009578,0.1296,1.291307,6.25
4.082,-3.009447,0.1309,1.29258,6.25
4.083,-3.009315,0.1322,1.293865,6.25
4.084,-3.009181,0.1335,1.295163,6.25
4.085,-3.009047,0.1348,1.296474,6.25
4.086,-3.00891,0.1361,1.297797,6.25
4.087,-3.008773,0.1374,1.299132,6.25
4.088,-3.008634,0.1387,1.300481,6.25
4.089,-3.008494,0.14,1.301842,6.25
4.09,-3.008353,0.1413,1.303215,6.25
4.091,-3.008211,0.1426,1.304601,6.25
4.092,-3.008067,0.1439,1.306,6.25
4.093,-3.007922,0.1452,1.307412,6.25
4.094,-3.007775,0.1465,1.308836,6.25
4.095,-3.007627,0.1478,1.310273,6.25
4.096,-3.007478,0.1491,1.311723,6.25
4.097,-3.007328,0.1504,1.313185,6.25
4.098,-3.007176,0.1517,1.31466,6.25
4.099,-3.007023,0.153,1.316148,6.25
4.1,-3.006869,0.1544,1.317648,6.25
4.101,-3.006713,0.1557,1.319162,6.25
4.102,-3.006556,0.157,1.320688,6.25
4.103,-3.006398,0.1583,1.322227,6.25
4.104,-3.006238,0.1596,1.323779,6.25
4.105,-3.006077,0.161,1.325343,6.25
4.106,-3.005915,0.1623,1.326921,6.25
4.107,-3.005751,0.1636,1.328511,6.25
4.108,-3.005586,0.1649,1.330114,6.25
4.109,-3.00542,0.1663,1.33173,6.25
4.11,-3.005252,0.1676,1.333359,6.25
4.111,-3.005083,0.1689,1.335001,6.25
4.112,-3.004913,0.1703,1.336656,6.25
4.113,-3.004741,0.1716,1.338324,6.25
4.114,-3.004568,0.173,1.340005,6.25
4.115,-3.004394,0.1743,1.341698,6.25
4.116,-3.004219,0.1756,1.343405,6.25
4.117,-3.004042,0.177,1.345125,6.25
4.118,-3.003863,0.1783,1.346858,6.25
4.119,-3.003684,0.1797,1.348604,6.25
4.12,-3.003503,0.181,1.350363,6.25
4.121,-3.00332,0.1824,1.352135,6.25
4.122,-3.003136,0.1837,1.35392,6.25
4.123,-3.002951,0.1851,1.355718,6.25
4.124,-3.002765,0.1864,1.357529,6.25
4.125,-3.002577,0.1878,1.359354,6.25
4.126,-3.002388,0.1891,1.361191,6.25
4.127,-3.002198,0.1905,1.363042,6.25
4.128,-3.002006,0.1919,1.364906,6.25
4.129,-3.001812,0.1932,1.366783,6.25
4.13,-3.001618,0.1946,1.368673,6.25
4.131,-3.001422,0.196,1.370577,6.25
4.132,-3.001225,0.1973,1.372494,6.25
4.133,-3.001026,0.1987,1.374424,6.25
4.134,-3.000826,0.2001,1.376368,6.25
4.135,-3.000624,0.2015,1.378324,6.25
4.136,-3.000421,0.2028,1.380295,6.25
4.137,-3.000217,0.2042,1.382278,6.25
4.138,-3.000012,0.2056,1.384275,6.25
4.139,-2.999805,0.207,1.386285,6.25
4.14,-2.999596,0.2084,1.388309,6.25
4.141,-2.999386,0.2098,1.390346,6.25
4.142,-2.999175,0.2112,1.392396,6.25
4.143,-2.998963,0.2125,1.39446,6.25
4.144,-2.998749,0.2139,1.396538,6.25
4.145,-2.998533,0.2153,1.398629,6.25
4.146,-2.998317,0.2167,1.400733,6.25
4.147,-2.998099,0.2181,1.402851,6.25
4.148,-2.997879,0.2195,1.404983,6.25
4.149,-2.997658,0.2209,1.407128,6.25
4.15,-2.997436,0.2224,1.409286,6.25
4.151,-2.997212,0.2238,1.411459,6.25
4.152,-2.996987,0.2252,1.413645,6.25
4.153,-2.99676,0.2266,1.415844,6.25
4.154,-2.996532,0.228,1.418057,6.25
4.155,-2.996303,0.2294,1.420284,6.25
4.156,-2.996072,0.2308,1.422525,6.25
4.157,-2.99584,0.2323,1.424779,6.25
4.158,-2.995606,0.2337,1.427048,6.25
4.159,-2.995371,0.2351,1.429329,6.25
4.16,-2.995134,0.2365,1.431625,6.25
4.161,-2.994896,0.238,1.433935,6.25
4.162,-2.994657,0.2394,1.436258,6.25
4.163,-2.994416,0.2408,1.438595,6.25
4.164,-2.994174,0.2423,1.440946,6.25
4.165,-2.99393,0.2437,1.443311,6.25
4.166,-2.993685,0.2452,1.44569,6.25
4.167,-2.993438,0.2466,1.448083,6.25
4.168,-2.99319,0.2481,1.45049,6.25
4.169,-2.992941,0.2495,1.452911,6.25
4.17,-2.99269,0.251,1.455345,6.25
4.171,-2.992437,0.2524,1.457794,6.25
4.172,-2.992183,0.2539,1.460257,6.25
4.173,-2.991928,0.2553,1.462734,6.25
4.174,-2.991671,0.2568,1.465225,6.25
4.175,-2.991413,0.2583,1.46773,6.25
4.176,-2.991153,0.2597,1.47025,6.25
4.177,-2.990892,0.2612,1.472783,6.25
4.178,-2.990629,0.2627,1.475331,6.25
4.179,-2.990365,0.2642,1.477892,6.25
4.18,-2.9901,0.2656,1.480468,6.25
4.181,-2.989833,0.2671,1.483059,6.25
4.182,-2.989564,0.2686,1.485663,6.25
4.183,-2.989294,0.2701,1.488282,6.25
4.184,-2.989022,0.2716,1.490915,6.25
4.185,-2.988749,0.2731,1.493563,6.25
4.186,-2.988475,0.2746,1.496225,6.25
4.187,-2.988199,0.2761,1.498901,6.25
4.188,-2.987921,0.2775,1.501592,6.25
4.189,-2.987642,0.2791,1.504297,6.25
4.19,-2.987361,0.2806,1.507017,6.25
4.191,-2.987079,0.2821,1.509751,6.25
4.192,-2.986796,0.2836,1.5125,6.25
4.193,-2.986511,0.2851,1.515263,6.25
4.194,-2.986224,0.2866,1.51804,6.25
4.195,-2.985936,0.2881,1.520833,6.25
4.196,-2.985646,0.2896,1.52364,6.25
4.197,-2.985355,0.2912,1.526461,6.25
4.198,-2.985063,0.2927,1.529298,6.25
4.199,-2.984768,0.2942,1.532148,6.25
4.2,-2.984473,0.2958,1.535014,6.25
4.201,-2.984175,0.2973,1.537895,6.25
4.202,-2.983876,0.2988,1.54079,6.25
4.203,-2.983576,0.3004,1.5437,6.25
4.204,-2.983274,0.3019,1.546624,6.25
4.205,-2.982971,0.3035,1.549564,6.25
4.206,-2.982666,0.305,1.552518,6.25
4.207,-2.982359,0.3066,1.555488,6.25
4.208,-2.982051,0.3081,1.558472,6.25
4.209,-2.981741,0.3097,1.561471,6.25
4.21,-2.98143,0.3112,1.564485,6.25
4.211,-2.981117,0.3128,1.567515,6.25
4.212,-2.980803,0.3144,1.570559,6.25
4.213,-2.980487,0.3159,1.573618,6.25
4.214,-2.98017,0.3175,1.576692,6.25
4.215,-2.97985,0.3191,1.579782,6.25
4.216,-2.97953,0.3207,1.582886,6.25
4.217,-2.979208,0.3222,1.586006,6.25
4.218,-2.978884,0.3238,1.589141,6.25
4.219,-2.978558,0.3254,1.592291,6.25
4.22,-2.978231,0.327,1.595457,6.25
4.221,-2.977903,0.3286,1.598637,6.25
4.222,-2.977572,0.3302,1.601833,6.25
4.223,-2.977241,0.3318,1.605045,6.25
4.224,-2.976907,0.3334,1.608271,6.25
4.225,-2.976572,0.335,1.611513,6.25
4.226,-2.976236,0.3366,1.614771,6.25
4.227,-2.975897,0.3383,1.618043,6.25
4.228,-2.975557,0.3399,1.621332,6.25
4.229,-2.975216,0.3415,1.624636,6.25
4.23,-2.974873,0.3431,1.627955,6.25
4.231,-2.974528,0.3447,1.63129,6.25
4.232,-2.974182,0.3464,1.634641,6.25
4.233,-2.973834,0.348,1.638007,6.25
4.234,-2.973484,0.3496,1.641388,6.25
4.235,-2.973133,0.3513,1.644786,6.25
4.236,-2.97278,0.3529,1.648199,6.25
4.237,-2.972425,0.3546,1.651628,6.25
4.238,-2.972069,0.3562,1.655073,6.25
4.239,-2.971711,0.3579,1.658533,6.25
4.24,-2.971352,0.3595,1.662009,6.25
4.241,-2.97099,0.3612,1.665501,6.25
4.242,-2.970628,0.3629,1.669009,6.25
4.243,-2.970263,0.3645,1.672533,6.25
4.244,-2.969897,0.3662,1.676073,6.25
4.245,-2.969529,0.3679,1.679629,6.25
4.246,-2.969159,0.3696,1.683201,6.25
4.247,-2.968788,0.3713,1.686789,6.25
4.248,-2.968415,0.3729,1.690393,6.25
4.249,-2.96804,0.3746,1.694013,6.25
4.25,-2.967664,0.3763,1.697649,6.25
4.251,-2.967286,0.378,1.701301,6.25
4.252,-2.966906,0.3797,1.70497,6.25
4.253,-2.966525,0.3814,1.708654,6.25
4.254,-2.966142,0.3831,1.712355,6.25
4.255,-2.965757,0.3848,1.716073,6.25
4.256,-2.96537,0.3866,1.719806,6.25
4.257,-2.964982,0.3883,1.723556,6.25
4.258,-2.964592,0.39,1.727323,6.25
4.259,-2.9642,0.3917,1.731105,6.25
4.26,-2.963807,0.3935,1.734905,6.25
4.261,-2.963412,0.3952,1.73872,6.25
4.262,-2.963015,0.3969,1.742553,6.25
4.263,-2.962616,0.3987,1.746401,6.25
4.264,-2.962216,0.4004,1.750267,6.25
4.265,-2.961813,0.4022,1.754149,6.25
4.266,-2.96141,0.4039,1.758047,6.25
4.267,-2.961004,0.4057,1.761962,6.25
4.268,-2.960596,0.4075,1.765894,6.25
4.269,-2.960187,0.4092,1.769843,6.25
4.27,-2.959776,0.411,1.773809,6.25
4.271,-2.959363,0.4128,1.777791,6.25
4.272,-2.958949,0.4145,1.78179,6.25
4.273,-2.958533,0.4163,1.785806,6.25
4.274,-2.958114,0.4181,1.789839,6.25
4.275,-2.957695,0.4199,1.793889,6.25
4.276,-2.957273,0.4217,1.797956,6.25
4.277,-2.956849,0.4235,1.80204,6.25
4.278,-2.956424,0.4253,1.806141,6.25
4.279,-2.955997,0.4271,1.810259,6.25
4.28,-2.955568,0.4289,1.814394,6.25
4.281,-2.955137,0.4307,1.818546,6.25
4.282,-2.954705,0.4325,1.822716,6.25
4.283,-2.95427,0.4344,1.826903,6.25
4.284,-2.953834,0.4362,1.831107,6.25
4.285,-2.953396,0.438,1.835328,6.25
4.286,-2.952956,0.4399,1.839567,6.25
4.287,-2.952515,0.4417,1.843823,6.25
4.288,-2.952071,0.4435,1.848096,6.25
4.289,-2.951626,0.4454,1.852387,6.25
4.29,-2.951178,0.4472,1.856695,6.25
4.291,-2.950729,0.4491,1.861021,6.25
4.292,-2.950278,0.451,1.865365,6.25
4.293,-2.949826,0.4528,1.869726,6.25
4.294,-2.949371,0.4547,1.874104,6.25
4.295,-2.948914,0.4566,1.8785,6.25
4.296,-2.948456,0.4584,1.882914,6.25
4.297,-2.947996,0.4603,1.887346,6.25
4.298,-2.947533,0.4622,1.891796,6.25
4.299,-2.947069,0.4641,1.896263,6.25
4.3,-2.946603,0.466,1.900748,6.25
4.301,-2.946135,0.4679,1.905251,6.25
4.302,-2.945666,0.4698,1.909772,6.25
4.303,-2.945194,0.4717,1.914311,6.25
4.304,-2.94472,0.4736,1.918867,6.25
4.305,-2.944245,0.4756,1.923442,6.25
4.306,-2.943767,0.4775,1.928035,6.25
4.307,-2.943288,0.4794,1.932646,6.25
4.308,-2.942806,0.4813,1.937275,6.25
4.309,-2.942323,0.4833,1.941923,6.25
4.31,-2.941838,0.4852,1.946588,6.25
4.311,-2.941351,0.4872,1.951272,6.25
4.312,-2.940862,0.4891,1.955974,6.25
4.313,-2.940371,0.4911,1.960695,6.25
4.314,-2.939877,0.493,1.965434,6.25
4.315,-2.939382,0.495,1.970191,6.25
4.316,-2.938886,0.497,1.974967,6.25
4.317,-2.938387,0.4989,1.979761,6.25
4.318,-2.937886,0.5009,1.984573,6.25
4.319,-2.937383,0.5029,1.989405,6.25
4.32,-2.936878,0.5049,1.994255,6.25
4.321,-2.936371,0.5069,1.999123,6.25
4.322,-2.935862,0.5089,2.00401,6.25
4.323,-2.935351,0.5109,2.008916,6.25
4.324,-2.934838,0.5129,2.013841,6.25
4.325,-2.934323,0.5149,2.018784,6.25
4.326,-2.933806,0.5169,2.023747,6.25
4.327,-2.933287,0.519,2.028728,6.25
4.328,-2.932766,0.521,2.033728,6.25
4.329,-2.932243,0.523,2.038747,6.25
4.33,-2.931718,0.5251,2.043785,6.25
4.331,-2.931191,0.5271,2.048842,6.25
4.332,-2.930662,0.5292,2.053919,6.25
4.333,-2.930131,0.5312,2.059014,6.25
4.334,-2.929598,0.5333,2.064129,6.25
4.335,-2.929062,0.5353,2.069262,6.25
4.336,-2.928525,0.5374,2.074415,6.25
4.337,-2.927985,0.5395,2.079588,6.25
4.338,-2.927444,0.5416,2.084779,6.25
4.339,-2.9269,0.5436,2.08999,6.25
4.34,-2.926355,0.5457,2.095221,6.25
4.341,-2.925807,0.5478,2.10047,6.25
4.342,-2.925257,0.5499,2.10574,6.25
4.343,-2.924705,0.552,2.111029,6.25
4.344,-2.924151,0.5541,2.116337,6.25
4.345,-2.923594,0.5563,2.121665,6.25
4.346,-2.923036,0.5584,2.127013,6.25
4.347,-2.922475,0.5605,2.13238,6.25
4.348,-2.921913,0.5626,2.137767,6.25
4.349,-2.921348,0.5648,2.143174,6.25
4.35,-2.920781,0.5669,2.148601,6.25
4.351,-2.920212,0.5691,2.154048,6.25
4.352,-2.919641,0.5712,2.159514,6.25
4.353,-2.919067,0.5734,2.165001,6.25
4.354,-2.918492,0.5755,2.170508,6.25
4.355,-2.917914,0.5777,2.176034,6.25
4.356,-2.917334,0.5799,2.181581,6.25
4.357,-2.916752,0.5821,2.187148,6.25
4.358,-2.916168,0.5843,2.192735,6.25
4.359,-2.915581,0.5865,2.198342,6.25
4.36,-2.914993,0.5887,2.203969,6.25
4.361,-2.914402,0.5909,2.209617,6.25
4.362,-2.913809,0.5931,2.215285,6.25
4.363,-2.913214,0.5953,2.220974,6.25
4.364,-2.912616,0.5975,2.226682,6.25
4.365,-2.912016,0.5997,2.232412,6.25
4.366,-2.911414,0.602,2.238162,6.25
4.367,-2.91081,0.6042,2.243932,6.25
4.368,-2.910204,0.6064,2.249723,6.25
4.369,-2.909595,0.6087,2.255535,6.25
4.37,-2.908984,0.6109,2.261367,6.25
4.371,-2.908371,0.6132,2.267221,6.25
4.372,-2.907755,0.6155,2.273095,6.25
4.373,-2.907138,0.6178,2.278989,6.25
4.374,-2.906518,0.62,2.284905,6.25
4.375,-2.905895,0.6223,2.290842,6.25
4.376,-2.905271,0.6246,2.296799,6.25
4.377,-2.904644,0.6269,2.302778,6.25
4.378,-2.904015,0.6292,2.308777,6.25
4.379,-2.903383,0.6315,2.314798,6.25
4.38,-2.902749,0.6338,2.32084,6.25
4.381,-2.902113,0.6362,2.326903,6.25
4.382,-2.901475,0.6385,2.332987,6.25
4.383,-2.900834,0.6408,2.339092,6.25
4.384,-2.900191,0.6431,2.345219,6.25
4.385,-2.899545,0.6455,2.351367,6.25
4.386,-2.898897,0.6478,2.357537,6.25
4.387,-2.898247,0.6502,2.363728,6.25
4.388,-2.897595,0.6526,2.369941,6.25
4.389,-2.89694,0.6549,2.376175,6.25
4.39,-2.896282,0.6573,2.382431,6.25
4.391,-2.895623,0.6597,2.388708,6.25
4.392,-2.894961,0.6621,2.395007,6.25
4.393,-2.894296,0.6645,2.401328,6.25
4.394,-2.893629,0.6669,2.40767,6.25
4.395,-2.89296,0.6693,2.414035,6.25
4.396,-2.892288,0.6717,2.420421,6.25
4.397,-2.891614,0.6741,2.426829,6.25
4.398,-2.890938,0.6765,2.433259,6.25
4.399,-2.890259,0.679,2.439711,6.25
4.4,-2.889577,0.6814,2.446185,6.25
4.401,-2.888893,0.6839,2.452682,6.25
4.402,-2.888207,0.6863,2.4592,6.25
4.403,-2.887518,0.6888,2.465741,6.25
4.404,-2.886827,0.6912,2.472303,6.25
4.405,-2.886133,0.6937,2.478889,6.25
4.406,-2.885437,0.6962,2.485496,6.25
4.407,-2.884738,0.6987,2.492126,6.25
4.408,-2.884037,0.7012,2.498778,6.25
4.409,-2.883333,0.7037,2.505453,6.25
4.41,-2.882627,0.7062,2.51215,6.25
4.411,-2.881919,0.7087,2.51887,6.25
4.412,-2.881207,0.7112,2.525612,6.25
4.413,-2.880494,0.7137,2.532377,6.25
4.414,-2.879777,0.7163,2.539165,6.25
4.415,-2.879059,0.7188,2.545976,6.25
4.416,-2.878337,0.7214,2.552809,6.25
4.417,-2.877613,0.7239,2.559665,6.25
4.418,-2.876887,0.7265,2.566544,6.25
4.419,-2.876158,0.729,2.573446,6.25
4.42,-2.875426,0.7316,2.580371,6.25
4.421,-2.874692,0.7342,2.587319,6.25
4.422,-2.873955,0.7368,2.594291,6.25
4.423,-2.873216,0.7394,2.601285,6.25
4.424,-2.872474,0.742,2.608302,6.25
4.425,-2.871729,0.7446,2.615343,6.25
4.426,-2.870982,0.7472,2.622407,6.25
4.427,-2.870232,0.7498,2.629494,6.25
4.428,-2.86948,0.7524,2.636605,6.25
4.429,-2.868725,0.7551,2.643739,6.25
4.43,-2.867967,0.7577,2.650896,6.25
4.431,-2.867207,0.7604,2.658077,6.25
4.432,-2.866444,0.763,2.665282,6.25
4.433,-2.865678,0.7657,2.67251,6.25
4.434,-2.86491,0.7684,2.679762,6.25
4.435,-2.864139,0.7711,2.687037,6.25
4.436,-2.863365,0.7737,2.694337,6.25
4.437,-2.862588,0.7764,2.70166,6.25
4.438,-2.861809,0.7791,2.709007,6.25
4.439,-2.861027,0.7818,2.716378,6.25
4.44,-2.860243,0.7846,2.723772,6.25
4.441,-2.859456,0.7873,2.731191,6.25
4.442,-2.858666,0.79,2.738634,6.25
4.443,-2.857873,0.7928,2.746101,6.25
4.444,-2.857077,0.7955,2.753592,6.25
4.445,-2.856279,0.7983,2.761107,6.25
4.446,-2.855478,0.801,2.768646,6.25
4.447,-2.854674,0.8038,2.77621,6.25
4.448,-2.853868,0.8066,2.783798,6.25
4.449,-2.853058,0.8093,2.79141,6.25
4.45,-2.852246,0.8121,2.799047,6.25
4.451,-2.851431,0.8149,2.806708,6.25
4.452,-2.850614,0.8177,2.814394,6.25
4.453,-2.849793,0.8206,2.822104,6.25
4.454,-2.84897,0.8234,2.829839,6.25
4.455,-2.848143,0.8262,2.837599,6.25
4.456,-2.847314,0.829,2.845383,6.25
4.457,-2.846482,0.8319,2.853192,6.25
4.458,-2.845648,0.8347,2.861026,6.25
4.459,-2.84481,0.8376,2.868885,6.25
4.46,-2.84397,0.8405,2.876768,6.25
4.461,-2.843126,0.8433,2.884677,6.25
4.462,-2.84228,0.8462,2.89261,6.25
4.463,-2.841431,0.8491,2.900569,6.25
4.464,-2.840579,0.852,2.908552,6.25
4.465,-2.839724,0.8549,2.916561,6.25
4.466,-2.838866,0.8579,2.924595,6.25
4.467,-2.838005,0.8608,2.932654,6.25
4.468,-2.837142,0.8637,2.940739,6.25
4.469,-2.836275,0.8667,2.948848,6.25
4.47,-2.835405,0.8696,2.956984,6.25
4.471,-2.834533,0.8726,2.965144,6.25
4.472,-2.833657,0.8755,2.97333,6.25
4.473,-2.832779,0.8785,2.981542,6.25
4.474,-2.831897,0.8815,2.989779,6.25
4.475,-2.831013,0.8845,2.998041,6.25
4.476,-2.830125,0.8875,3.00633,6.25
4.477,-2.829235,0.8905,3.014644,6.25
4.478,-2.828341,0.8935,3.022983,6.25
4.479,-2.827445,0.8965,3.031349,6.25
4.48,-2.826545,0.8995,3.03974,6.25
4.481,-2.825643,0.9026,3.048158,6.25
4.482,-2.824737,0.9056,3.056601,6.25
4.483,-2.823829,0.9087,3.06507,6.25
4.484,-2.822917,0.9117,3.073565,6.25
4.485,-2.822002,0.9148,3.082086,6.25
4.486,-2.821084,0.9179,3.090634,6.25
4.487,-2.820163,0.921,3.099207,6.25
4.488,-2.819239,0.9241,3.107807,6.25
4.489,-2.818312,0.9272,3.116433,6.25
4.49,-2.817381,0.9303,3.125085,6.25
4.491,-2.816448,0.9334,3.133764,6.25
4.492,-2.815511,0.9366,3.142469,6.25
4.493,-2.814572,0.9397,3.151201,6.25
4.494,-2.813629,0.9429,3.159959,6.25
4.495,-2.812683,0.946,3.168743,6.25
4.496,-2.811734,0.9492,3.177554,6.25
4.497,-2.810781,0.9524,3.186392,6.25
4.498,-2.809826,0.9556,3.195256,6.25
4.499,-2.808867,0.9588,3.204147,6.25
4.5,-2.807905,0.962,3.213065,6.25
4.501,-2.80694,0.9652,3.22201,6.25
4.502,-2.805971,0.9684,3.230981,6.25
4.503,-2.805,0.9716,3.23998,6.25
4.504,-2.804025,0.9749,3.249005,6.25
4.505,-2.803047,0.9781,3.258057,6.25
4.506,-2.802065,0.9814,3.267136,6.25
4.507,-2.801081,0.9846,3.276243,6.25
4.508,-2.800093,0.9879,3.285376,6.25
4.509,-2.799102,0.9912,3.294537,6.25
4.51,-2.798107,0.9945,3.303725,6.25
4.511,-2.797109,0.9978,3.31294,6.25
4.512,-2.796108,1.0011,3.322182,6.25
4.513,-2.795104,1.0044,3.331452,6.25
4.514,-2.794096,1.0078,3.340749,6.25
4.515,-2.793085,1.0111,3.350073,6.25
4.516,-2.79207,1.0145,3.359425,6.25
4.517,-2.791053,1.0178,3.368804,6.25
4.518,-2.790031,1.0212,3.378211,6.25
4.519,-2.789007,1.0246,3.387645,6.25
4.52,-2.787979,1.028,3.397108,6.25
4.521,-2.786947,1.0314,3.406597,6.25
4.522,-2.785913,1.0348,3.416115,6.25
4.523,-2.784875,1.0382,3.42566,6.25
4.524,-2.783833,1.0416,3.435233,6.25
4.525,-2.782788,1.045,3.444834,6.25
4.526,-2.781739,1.0485,3.454462,6.25
4.527,-2.780688,1.0519,3.464119,6.25
4.528,-2.779632,1.0554,3.473804,6.25
4.529,-2.778573,1.0589,3.483516,6.25
4.53,-2.777511,1.0624,3.493257,6.25
4.531,-2.776445,1.0658,3.503025,6.25
4.532,-2.775376,1.0694,3.512822,6.25
4.533,-2.774303,1.0729,3.522647,6.25
4.534,-2.773226,1.0764,3.5325,6.25
4.535,-2.772147,1.0799,3.542381,6.25
4.536,-2.771063,1.0835,3.552291,6.25
4.537,-2.769976,1.087,3.562229,6.25
4.538,-2.768885,1.0906,3.572195,6.25
4.539,-2.767791,1.0941,3.582189,6.25
4.54,-2.766694,1.0977,3.592212,6.25
4.541,-2.765592,1.1013,3.602264,6.25
4.542,-2.764487,1.1049,3.612344,6.25
4.543,-2.763379,1.1085,3.622452,6.25
4.544,-2.762267,1.1122,3.632589,6.25
4.545,-2.761151,1.1158,3.642755,6.25
4.546,-2.760031,1.1194,3.652949,6.25
4.547,-2.758908,1.1231,3.663172,6.25
4.548,-2.757782,1.1268,3.673423,6.25
4.549,-2.756651,1.1304,3.683704,6.25
4.55,-2.755517,1.1341,3.694013,6.25
4.551,-2.754379,1.1378,3.704351,6.25
4.552,-2.753238,1.1415,3.714717,6.25
4.553,-2.752092,1.1452,3.725113,6.25
4.554,-2.750944,1.1489,3.735537,6.25
4.555,-2.749791,1.1527,3.745991,6.25
4.556,-2.748634,1.1564,3.756473,6.25
4.557,-2.747474,1.1602,3.766985,6.25
4.558,-2.74631,1.164,3.777525,6.25
4.559,-2.745143,1.1677,3.788095,6.25
4.56,-2.743971,1.1715,3.798693,6.25
4.561,-2.742796,1.1753,3.809321,6.25
4.562,-2.741617,1.1791,3.819978,6.25
4.563,-2.740434,1.1829,3.830664,6.25
4.564,-2.739247,1.1868,3.841379,6.25
4.565,-2.738056,1.1906,3.852124,6.25
4.566,-2.736862,1.1945,3.862897,6.25
4.567,-2.735663,1.1983,3.873701,6.25
4.568,-2.734461,1.2022,3.884533,6.25
4.569,-2.733255,1.2061,3.895395,6.25
4.57,-2.732045,1.21,3.906286,6.25
4.571,-2.730831,1.2139,3.917207,6.25
4.572,-2.729613,1.2178,3.928157,6.25
4.573,-2.728392,1.2217,3.939136,6.25
4.574,-2.727166,1.2257,3.950145,6.25
4.575,-2.725936,1.2296,3.961184,6.25
4.576,-2.724703,1.2336,3.972252,6.25
4.577,-2.723465,1.2376,3.983349,6.25
4.578,-2.722224,1.2415,3.994477,6.25
4.579,-2.720978,1.2455,4.005634,6.25
4.58,-2.719729,1.2495,4.01682,6.25
4.581,-2.718475,1.2536,4.028036,6.25
4.582,-2.717217,1.2576,4.039282,6.25
4.583,-2.715956,1.2616,4.050557,6.25
4.584,-2.71469,1.2657,4.061863,6.25
4.585,-2.71342,1.2697,4.073198,6.25
4.586,-2.712147,1.2738,4.084562,6.25
4.587,-2.710869,1.2779,4.095957,6.25
4.588,-2.709587,1.282,4.107381,6.25
